p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.53005646968492e-28	2.04722867326372	0.577	0.1	4.57484810848426e-24	6	CDK1
1.00451378809664e-27	2.02774599398348	0.481	0.066	1.81636183163635e-23	6	ASPM
1.0862464550662e-27	1.5181889129889	0.538	0.081	1.96415084005071e-23	6	BIRC5
5.08072074331096e-26	1.81141605451884	0.5	0.079	9.18695924805488e-22	6	CENPE
1.235808389787e-25	1.74873582843248	0.481	0.072	2.23458873041285e-21	6	HJURP
3.63337373458685e-25	1.55680369046131	0.519	0.086	6.56986638687994e-21	6	KIF11
3.20491969988754e-24	1.84945748116992	0.577	0.12	5.79513580133665e-20	6	FOXM1
4.01149947059467e-24	1.75019669902262	0.481	0.078	7.25359334272928e-20	6	BUB1
7.65362757020452e-24	1.77897092296118	0.519	0.094	1.38392893724438e-19	6	CCNB1
6.11725709698114e-23	1.85833351372838	0.519	0.097	1.10612242827613e-18	6	NUSAP1
7.81199426176357e-23	1.41066095896139	0.404	0.055	1.41256480241209e-18	6	KNL1
1.84261463216599e-21	1.43214300606272	0.423	0.065	3.33181577788254e-17	6	KIFC1
8.17478081140946e-21	1.8978135788327	0.462	0.084	1.47816386631906e-16	6	PLK1
1.86045203565974e-18	1.53332366374353	0.538	0.136	3.36406937087994e-14	6	MYBL2
1.07750280336578e-17	2.01848824181341	0.519	0.132	1.948340569046e-13	6	CENPM
2.11105717957481e-17	1.95741910325721	0.75	0.326	3.81721359210718e-13	6	TYMS
2.11480339410977e-17	1.62750510109127	0.538	0.144	3.82398749722929e-13	6	TACC3
2.95967301708043e-17	1.50886885138235	0.404	0.078	5.35168074948484e-13	6	MELK
3.28872066389187e-17	1.56018722966425	0.385	0.07	5.94666470444928e-13	6	KIF23
9.10789572955738e-17	1.65136997770756	0.442	0.096	1.64688970581856e-12	6	CEP55
2.46720071651074e-16	1.5553948872997	0.442	0.1	4.46119233559471e-12	6	TK1
1.45754869150673e-15	1.75612577082153	0.596	0.201	2.63553954398247e-11	6	CKS2
3.97175013201552e-14	1.43745968492354	0.885	0.544	7.18171858871047e-10	6	GJC1
1.59832049050855e-13	1.61385866719791	0.596	0.225	2.89008311093756e-09	6	HELLS
2.45617877475185e-13	1.42055605727174	0.365	0.08	4.44126246050629e-09	6	RRM2
2.90591563236042e-13	1.5995361136247	0.442	0.119	5.2544766464341e-09	6	PRR11
4.75694132034776e-13	1.41090697480282	0.346	0.075	8.60150129545282e-09	6	CCNF
5.22699049561109e-13	1.44941675075261	0.346	0.075	9.45144421416398e-09	6	SGO2
6.41409569303872e-13	1.45245953085203	0.558	0.209	1.15979678321526e-08	6	LMNB1
7.10217308666713e-13	1.52230613323711	0.423	0.113	1.28421493753115e-08	6	SPAG5
1.16591723388819e-12	1.4422714254673	0.404	0.104	2.10821154231663e-08	6	PTTG1
2.03777326527121e-12	1.62482549720357	0.385	0.096	3.68470161826341e-08	6	ARHGAP11A
5.3519330939168e-12	2.52252266317185	0.538	0.205	9.67736542042036e-08	6	HIST1H1B
1.17450757250048e-11	1.52319165082316	0.423	0.128	2.12374459259537e-07	6	UBE2C
1.90771974111122e-11	1.59266519524563	0.712	0.368	3.44953883587731e-07	6	SNAI2
1.37141520452783e-10	1.64020071518869	0.558	0.259	2.47979297282722e-06	6	SMC4
1.01027880299469e-09	1.52457414270982	0.346	0.099	1.826786131575e-05	6	DEPDC1
1.30263296061094e-09	1.88297439131797	0.442	0.165	2.3554209193767e-05	6	AC091057.6
6.00453839365739e-08	1.97454609850934	0.673	0.525	0.00108574063234113	6	HIST1H1C
1.78880449523463e-07	1.74551306262018	0.442	0.205	0.00323451628828325	6	HIST1H4C
8.73385287609241e-07	1.50895762586991	0.308	0.105	0.0157925527705503	6	HIST1H2BH
1.68308144862951e-06	1.65132887714339	0.673	0.479	0.0304334787541187	6	CRIP1
1.0925195452024e-05	1.41153184000152	0.423	0.226	0.197549384163497	6	KPNA2
0.000278226093896504	1.50809063287942	0.404	0.225	1	6	MMP9
1.20801859806107e-104	3.43048562243392	0.793	0.016	2.18433922901402e-100	7	OGN
2.17530790121008e-61	3.83411515837805	0.966	0.078	3.93339174696807e-57	7	FBLN2
3.44852220175825e-55	2.48088762733356	0.759	0.047	6.23561784521927e-51	7	FMOD
5.69352664158696e-54	3.35859509618762	0.655	0.032	1.02950348733175e-49	7	C7
1.16748715238859e-49	3.88299234980052	0.931	0.095	2.11105026894906e-45	7	ISLR
6.75819804462041e-44	2.36804121928552	0.621	0.039	1.22201737042826e-39	7	ABCA9
1.07941041261829e-43	3.39060453112355	0.759	0.067	1.95178990809639e-39	7	CYP1B1
2.37039513749256e-37	3.65020040216714	0.897	0.125	4.28614848761405e-33	7	SFRP4
4.66052449410556e-30	3.15659198016006	0.931	0.19	8.42716039024167e-26	7	FLRT2
1.50210633372259e-29	2.60660079184403	0.379	0.02	2.71610867263718e-25	7	ITGBL1
3.5643779909441e-28	1.9936826579903	0.483	0.039	6.44510828322512e-24	7	EDN3
9.96990607865312e-28	3.83322656870473	0.862	0.177	1.80275841714206e-23	7	LTBP2
1.41810285854417e-27	6.34285733047705	1	0.284	2.56421358881956e-23	7	APOD
1.35735549768294e-26	3.59534578856658	0.759	0.13	2.4543702109103e-22	7	CEMIP
2.54517795053551e-26	2.50439876869163	0.759	0.12	4.60219077015831e-22	7	ASPN
7.60415451079335e-26	2.59126121045549	0.931	0.222	1.37498321864165e-21	7	FHL2
5.12125609365514e-25	2.96027612179375	0.828	0.168	9.26025526854722e-21	7	PRELP
1.41628204750049e-22	3.26933349432301	1	0.389	2.56092119829038e-18	7	C1S
3.65692037808502e-22	2.83342024535147	0.862	0.226	6.61244342765333e-18	7	KIAA1755
9.90226882587969e-22	4.0725411389923	1	0.52	1.79052824909557e-17	7	DCN
2.53151881795968e-21	2.21954009093104	0.207	0.007	4.57749232663469e-17	7	SFRP2
7.05102700476859e-21	2.70222701429604	0.966	0.331	1.27496670300226e-16	7	FBLN1
8.61372319265792e-21	2.44210334003986	0.483	0.058	1.5575334276964e-16	7	ABCA6
2.12367649438281e-19	2.16272220898614	0.586	0.097	3.84003183714299e-15	7	PAPLN
2.90249414917038e-19	3.11405335052554	0.931	0.385	5.24828992052989e-15	7	LUM
4.08392053044986e-19	2.55187507655502	0.897	0.273	7.38454510315944e-15	7	LAMC3
9.72677868283014e-19	3.7414418678337	0.793	0.231	1.75879612142935e-14	7	COLEC12
9.76511170206046e-19	2.83302202922567	0.931	0.388	1.76572749796657e-14	7	MMP2
3.28522459410552e-18	3.399361094208	0.966	0.429	5.94034311106161e-14	7	MGP
7.96380816191163e-18	2.40078493865056	0.862	0.29	1.44001579183686e-13	7	LAMA2
1.5519887670881e-17	2.35009203959354	0.828	0.24	2.8063060886487e-13	7	ITIH5
1.70881535208717e-17	2.07404809611392	0.759	0.21	3.08987991964402e-13	7	NTRK3
2.09524727725597e-17	2.51105957018054	0.966	0.573	3.78862612673425e-13	7	LRP1
2.20513686708282e-16	2.15348496508246	0.966	0.409	3.98732848305915e-12	7	C1R
9.42780029842801e-15	2.36938716034419	0.966	0.586	1.70473484996175e-10	7	AEBP1
1.08135098661301e-14	2.75222036212156	0.931	0.479	1.95529885399365e-10	7	F3
1.458390298786e-14	2.57963121625488	0.862	0.372	2.63706133826484e-10	7	NBL1
1.88742381393001e-14	2.14071215294849	0.276	0.025	3.41283974034824e-10	7	SLC6A13
2.61848034435711e-14	2.68271072321208	0.931	0.396	4.73473615866653e-10	7	PTGDS
4.28092664272165e-14	2.5866550741073	0.724	0.231	7.74077155536929e-10	7	ABCA8
1.14116988235827e-13	2.19597212134291	0.379	0.055	2.06346338128022e-09	7	CYTL1
5.15247759868066e-13	2.93459013276491	0.724	0.259	9.31670999393436e-09	7	TNXB
1.95578715924928e-11	2.10934000917579	0.552	0.15	3.53645434135455e-07	7	FBLN5
3.19036211288507e-11	2.23064587213552	0.759	0.338	5.76881277251878e-07	7	CSF1
3.55350311494003e-11	2.64094219684872	0.931	0.652	6.42544433243456e-07	7	TIMP3
1.16555443560461e-10	2.09366143362256	0.793	0.39	2.10755553046025e-06	7	OLFML3
2.63969458852589e-10	2.06478820167085	0.793	0.403	4.77309575497251e-06	7	NR2F1
1.20035735695236e-08	2.48158737676133	0.793	0.537	0.000217048617284126	7	CTHRC1
1.10526979523136e-07	1.93883692107944	0.552	0.216	0.00199854884373735	7	CTSK
5.86567363010255e-07	2.1527240022013	0.966	0.806	0.0106063110579514	7	GSN
